0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
1.0,0.8737412846277586,0.6683349526588271,0.3716810777803419,0.030793739499342054,0.0,0.25784317156403813,0.3438797770508326,0.4115873201111493,0.2924868387448918,0.5109373566676834,0.5195695867590442,0.2524951788422518,0.2038857408389081,0.3743931324592704,0.3545222019882299,0.27028460268369003,0.5178759423336252,0.4335252579973603,0.15950782259284102,0.14805798165950668,0.3459682276384741,0.37378407883282616,0.2387829515524662,0.49490288532466953,0.5206675630188777,0.23961497344050198,0.12236222462359336,0.29826802109651984,0.39595057212581475,0.26333149754537666,0.48430066232146696,0.5319179012153632,0.2581105784279434,0.13327839771367023,0.2891069699189772,0.43330272416886695,0.2986903416501623,0.41940414496676404,0.5567831332811823,0.31410977336347234,0.1391429067883454,0.2753100167818352,0.40315382968429203,0.27874760581920577,0.4561977782063318,0.5492460789362947,0.29382085567486893,0.1668548159590244,0.29818569519606397,0.41459313254618535,0.2684873810434263,0.42212220506129583,0.5394366879349832,0.2866081606230808,0.11217948236612685,0.26156584495548807,0.39144232078978947,0.23814075595918105,0.40827811200428976,0.5656481975564491,0.3291905111562181,0.11721389254353065,0.23837462855187708,0.40633923593938537,0.30062496234197367,0.33844721591728866,0.5718650968240473,0.3999177527109732,0.14356671962830725,0.21094134871375303,0.39602794846884537,0.3179399950675783,0.33195798053288406,0.5677540827092318,0.41294042345828097,0.1487892459138196,0.1893407170150132,0.3650517137389875,0.3484518544522073,0.2949043902098969,0.5249748261364038,0.41633988650315645,0.1791393326368671,0.24104466664974278,0.4177165764943036,0.35402899531679366,0.3857282196264158,0.586957079675591,0.39483624501775516,0.15127569292513843,0.22815860612575367,0.37908405271870294,0.2584214879028659,0.3635921693172084,0.5577689879125642,0.3415881798559921,0.11369053537802953,0.21556169112555934,0.39681355318620715,0.2987589086890039,0.36763011394076317,0.571204860543159,0.36854060766865926,0.13102661296420814,0.2265576360709467,0.39842112634016846,0.294232068856914,0.36606564616354076,0.5867771524431524,0.3977016581867041,0.14512519299702187,0.2160305512979359,0.39345871928395315,0.34743031559473536,0.351420537316397,0.5717453875851815,0.40915409814009496,0.17684731771013507,0.24224131826302142,0.4077169675189085,0.3767851446094015,0.30051898564098845,0.5403251993979559,0.442058454480021,0.17235475361251806,0.18635880366739888,0.3686512070252883,0.32592289526699636,0.29657068511103724,0.5555899247115845,0.4827581770908731,0.5554827772737887,0.6202791543016235,0.4230741056600249,0.46976644103246823,0.3535310052346239,0.20592454067926158,0.359313670705671,0.6178545690658397,0.5552596027585084,0.45845910972074444,0.479144253054576,0.3217074989504738,0.26646738254507074,0.5113424895500713,0.6574417921557307,0.4655998559215626,0.479174194391752,0.3972840588677038,0.22778455030264144,0.32516505739513946,0.6107486570702827,0.6166761140480226,0.4420548967400044,0.4746427408848475,0.3178739478609762,0.19469861499062002,0.3971928858052005,0.6414234289590248,0.5170417023319969,0.44838257484092225,0.44475502702967984,0.25345215910776187,0.22195886940669673,0.4859091487244491,0.6489151321270255,0.4565359728259355,0.4478071645199315,0.3807599067347922,0.22083220633760714,0.33087172573916357,0.6122571028336372,0.6068275131901526,0.47019278916250684,0.49893888080969995,0.3322869495829739,0.24646920417502804,0.4746504627582713,0.6347717462599118,0.4599405251184243,0.45927694168006883,0.38797294146381134,0.22112970154350342,0.2811204180108331,0.565875493564928,0.6089053040925019,0.4224162983860942,0.4858172856719367,0.3541881079631275,0.19856887267207846,0.3655523218315946,0.6295031605525558,0.5582752553761305,0.41758423236618825,0.47399946485469036,0.3159654436166752,0.19988270003976316,0.4126111477113752,0.6545328074261754,0.5172886121498368,0.4011188957140779,0.4455771210198012,0.2688332054299549,0.2295845676735615,0.49103533137004307,0.6371718039065839,0.4470537352749344,0.47109492123412644,0.39509595302125344,0.26104762442866947,0.3891409264719714,0.6369261848897048,0.5501384742838655,0.4419350527503334,0.45377800389075484,0.2844826249330443,0.24839229926942097,0.507601221421315,0.6477742370734609,0.4633202443103819,0.49138603173040685,0.3869246889847062,0.21696575820539654,0.3128721190021426,0.5969265619805033,0.6170853472482776,0.43021855756100136,0.4688821717997478,0.3234025107305738,0.19423143456904945,0.3963488232164112,0.6439996282733897,0.5197791532583675,0.44872380280924395,0.43970198221406376,0.23922533476372143,0.22642418263194886,0.49767384641194656,0.608137677108727,0.43951792227868025,0.4779881118412377,0.37320038963825386,0.2651961755353187,0.45914752577922435,0.665709542692615,0.5126060918362818,0.46465739399174333,0.4426015823661724,0.3613170251641644,0.16608224554777862,0.045998829612375225,0.3514884695354361,0.6861523670006631,0.972543656042439
